Title,Price,Area,Address,Gen_descrip,Loại hình,Số phòng ngủ,Tình trạng pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Bình nóng lạnh,Máy hút mùi,Tủ bếp,Bàn ăn,Kệ TV,Tủ trang trí,Giường ngủ,Bàn phấn,Tủ quần áo,Bồn tắm,Vòi hoa sen,Bồn cầu,Bồn rửa mặt,Bàn ghế P.khách,Hướng nhà,Số tầng,Mặt tiền,Nội thất,Hướng ban công,Căn góc,Đường vào,Chiều sâu,Đã bao gồm thuế?,Chính chủ hay không?,Sofa phòng khách,Bàn trà,Đệm,Trần thả,Tổng diện tích sử dụng
"
Cần bán căn 1PN studio 45m2 full đồ tòa The Two giá 1,7 tỷ LH 0977 699 ***
","
1,7
Tỷ ","
46
m2
",['Mua bán Căn hộ chung cư  The Two Residence'],"
Cần bán gấp căn hộ 1PN studio 45m² tòa The Two KĐT Gamuda Gardens, Hoàng Mai, HN.Giá bán 1,7tỷ full đồ.LH xem nhà: 0977 699 ***
",Căn hộ,,Sổ đỏ, 20/10/2023,17/11/2023,Bán,2238965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Đông-Nam,,,,,,,,,,,,,,
"
Căn hộ cao cấp gần Mỹ Đình, giá từ 2,8 tỷ/ căn . Ngân hàng hỗ trợ tới 24 thág. Nhận nhà quý 4/2023.
","
42 - 48
Triệu ","
66 - 96
m2
","['Hà Nội', 'Huyện Hoài Đức', 'Mua bán Căn hộ chung cư tại Đường Xuân Phương']","
Chung cư Moonlight 1 An Lạc kết nối thuận tiện nội thành Hà Nội hay khu vực Cầu Giấy, Mỹ Đình- Căn hộ 2 phòng ngủ  2 vệ sinh- Diện tích 66m2 căn hộ 2 phòng ngủ giá chỉ hơn 2,8 tỷ- Thiết kế ban công phòng khách, 2 ngủ và 2 vệ sinh. các phòng đều có cửa sổ kính lớn chạm sàn, khu bếp có logia thông thoáng.- Nhìn hướng công viên cây xanh: Công viên âm nhạc, sân chơi trẻ em, đường dạo bộ  ...- Chỉ cần thanh toán 15% ký hợp đồng mua bán- Bàn giao cuối năm 2023 ( Quý 4/2023)...........Chính sách mua nhà vô cùng hấp dẫn- Miễn 2 năm phí dịch vụ- Tặng gói smart home trị giá 38 triệu (trừ trực tiếp vào giá bán căn hộ)- Chiết khấu 3% cho 60 khách hàng đầu tiên- Chiết khấu 3,5% cho khách hàng thanh toán theo tiến độ chuẩn- Chiết khấu 12% cho khách hàng thanh toán sớm (70%), tổng chiết khấu lên tới 15% giá trị căn hộ- Ngân hàng cho vay 65% miễn lãi miễn gốc 18 tháng, hoặc vay 50% miễn lãi và gốc 24 tháng...................Những lợi thế nên lựa chọn dự án Tòa Moonlight I - KĐT Anlac Green Symphony:1. Không gian xanh mà không khu đô thị nào có được2 . Cơ sở hạ tầng đầy đủ, đón đầu xu thế phát triển mới phía Tây thủ đô3. Tiềm năng tăng giá mạnh mẽ khi giá bán cạnh tranh với khu vực4. Phong cách thiết kế hiện đại, tiện ích đầy đủ  5. Pháp lý rõ ràng minh bạch, sở hữu lâu dài6. Chủ đầu tư tiềm lực, uy tín, sản phẩm chất lượng................................Mọi quan tâm vui lòng liên hệ 09.8686.00***phòng phụ trách dự án hỗ trợ nhiệt tìnhThông tin dự án https://batdongsan-datxanh.com.vn/moonlight-1-an-lac-green-symphony/Xin cảm ơn!
",Căn hộ,,Sổ hồng, 20/10/2023,03/11/2023,Bán,2216221,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,Đông-Nam,,,,,,,,,,,,,,
"
Căn hộ rộng sống sang cho gia đình đa thế hệ tại Tecco Garden Thanh Trì, sự lựa chọn hoàn hảo
","
2,92 - 3,95
Tỷ ","
127 - 141
m2
",['Mua bán Căn hộ chung cư  Tecco Garden'],"
 * Căn hộ diện tích từ 127 - 141m2 thông thuỷ với  4 Phòng ngủ có 3 Vệ Sinh+ Các phòng ngủ đều có cửa sổ lô gia, đều là căn góc có 2 mặt thoáng, ban công rộng mở+ Bàn giao sàn gỗ, tường trần thạch cao, hệ thống cửa, hệ thống đèn , khóa thông minh, thiết bị vệ sinh cao cấp, vách tắm kính ... lắp đặt sẵn.......* Chính sách hấp dẫn ngay từ hôm nay:+ Giá bán quá tốt chỉ 23 - 30 triệu/m2, tổng giá chỉ từ 3 tỷ.+ Sổ hồng đã có, sở hữu lâu dài+ Quà tân gia giá trị tặng khách hàng đặt mua sớm+ Gói quà tặng nội thất lên đến 100 triệu kèm theo căn hộ+ Chiết khấu lên đến 9%GTCH cho khách hàng thanh toán sớm.+ Thanh Toán Theo Tiến Độ chuẩn Ck 4%GTCH, chỉ khoảng 900 triệu nhận nhà ở ngay, thanh toán theo nhiều đợt, mỗi đợt thanh toán 10% (không cần vay ngân hàng)+ Hỗ trợ lãi suất 0% trong 18 tháng.......Tecco Garden là dự án hiếm hoi thiết kế đẹp, hạ tầng hoàn chỉnh, tiện ích hiện hữu, chung cư bắt đầu có cư dân về ở ổn định....Kết nối ngoại khu di chuyển thuận tiện với hàng loạt tiện ích siêu thị, trường học, cơ quan của khu vực Thanh Trì.
",Căn hộ,,Sổ hồng, 20/10/2023,03/11/2023,Bán,2180272,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,Đông-Nam,,,,,,,,,,,,,,
"
Dự án bàn giao nhà ngay trung tâm Cầu Giấy. Sổ hồng lâu dài. Chiết Khấu thêm 7%. Hỗ Trợ 0% 12 Tháng
","
48
Triệu ","
88
m2
",['Mua bán Căn hộ chung cư  Hà Nội Paragon'],"
🌹 Tọa lạc tại trung tâm Quận Cầu Giấy - Sở hữu vị trí đắc địa trong quỹ đất quý hiếm giữa trung tâm thủ đô🌹 Giá bán 48 triệu/m2 tốt nhất khu vực🍀 Bao gồm 30 tầng căn hộ, 03 tầng hầm, 02 tầng dịch vụ.🍀 Gồm 03 tòa tháp: Happy Tower, Elite Tower & Victory Tower.🍀 Quần thể lớn, mật độ xây dựng chỉ 35%, độc nhất tại Cầu Giấy🍀 Diện tích: 88.8m2, 90.1m2, 138m2, 140.5m2 🍀 Thiết kế từ 2 đến 3 phòng ngủ.🍀 Mật độ thang máy: 3 thang/6 căn hộ, Thương hiệu Kone của Châu Âu.🍀 Bàn giao căn hộ: nội thất bếp , vệ sinh, thiết bị cửa, thiết bị rửa ......🍀 Tiếp giáp các tuyến đường huyết mạch: Cầu Giấy Xuân Thủy, Phạm Hùng, Phạm Văn Đồng, Hồ Tùng Mậu, Trần Thái Tông, tuyến đường sắt trên cao.🍀 Thuận tiện di chuyển tới tất cả các điểm trong thành phố và tỉnh lân cận.------------------------------------------📲  Liên hệ xem căn hộ thực tế 0986860***📲 Thông tin dự án https://batdongsan-datxanh.com.vn/ha-noi-paragon/
",Căn hộ,,Sổ hồng, 20/10/2023,03/11/2023,Bán,2519251,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,Đông-Nam,,,,,,,,,,,,,,
"
Dự án chung cư trung tâm Q. Hà Đông có vị trí đẹp và giá tốt, thiết kế căn hộ thông minh
","
38
Triệu ","
68
m2
",['Mua bán Căn hộ chung cư  Grand SunLake Văn Quán'],"
* Chỉ từ 38tr/m2 sở hữu ngay giữa trung tâm Hà Đông sầm uất* Vị trí: mặt đường Nguyễn Trãi – Trần Phú, nằm trong KĐT Văn Quán với hạ tầng đồng bộ và cực kì thông thoáng. * Đối diện là nhà ga tàu điện Metro dễ dàng di chuyển đi lại trung tâm thủ đô..........* GRAND SUN LAKE VĂN QUÁN ƯU ĐÃI HẤP DẪN:- Chiết khấu ngay 10% giá bán- Tặng gói nội thất xịn sò 168 triệu- Quà tặng trong tháng thêm 2%- Chuyến du lịch hè chiết khấu 5%- Có hỗ trợ vay Bank, hỗ trợ LS trong 18 tháng- Tiến độ thanh toán siêu nhẹ: chỉ đóng 50% cho đến khi nhận nhà, số còn lại được trả sau khi đã về ở- Đ𝐀̣̆𝐂 𝐁𝐈𝐄̣̂𝐓: được thanh toán theo tiến độ XÂY DỰNG thực tế...................🚩 Căn hộ thiết kế thông minh 100% có 2 logia thoáng sáng🚩 Mật độ căn hộ cực thấp chỉ 8 căn/sàn với 6 tháng máy tốc độ cao🚩 Tiện ích đầy đủ: 3 hầm đỗ xe mỗi nhà 1 Slot, bể bơi 4 mùa, TTTM, Rạp chiếu phim, Phòng Gym – Spa, thư viện, vườn đi dạo bộ, công viên, trường học, bệnh viện....⛔ Nội thất bàn giao: Sàn gỗ, trần thạch cao, điều hoà âm trần Daikin, bếp, bếp từ, hút mùi, chậu rửa, nóng lạnh,........................* Hỗ trợ phòng quản lý dự án ☎ 0986860**** Trang thông tin dự án https://batdongsan-datxanh.com.vn/chung-cu-grand-sunlake-van-quan/
",Căn hộ,,Sổ hồng, 20/10/2023,03/11/2023,Bán,2519766,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,Đông-Nam,,,,,,,,,,,,,,
"
Sở hữu căn hộ chỉ với 30% ban đầu, trước khi đường K2 được mở rộng quần thể tiện ích Vin Gardenia
","
Thỏa thuận
","
80
m2
",['Mua bán Căn hộ chung cư  Hoàng Thành Pearl'],"
Dự án nằm cạnh bên Vinhome Gadenia - trung tâm Mỹ Đình- Quy mô gồm 01 tòa căn hộ 30 tầng, 334 căn hộ, 03 hầm gửi xe.- Diện tích căn hộ thiết kế 02 & 03 phòng ngủ. Với 12 căn hộ/ 06 thang+ 2PN: Diện tích 79 - 81m2. Thanh toán 1,2 tỷ (30%), giá 4,2 tỷ.+ 3PN: Diện tích 108 - 112m2. Thanh toán 1,5 tỷ (30%), giá 5,2 tỷ.+ Các Phòng ngủ và phòng khách đều đón ánh sáng trực tiếp tự nhiên từ ban công và lô gia rộng rãi.+ Bàn giao full nội thất liền tường: Điều hòa âm trần, bếp, tủ âm tường, thiết bị vệ sinh, tủ quần áo..........* Chính sách và tiến độ thanh toán:- Chiết khấu ngay 1,5% giá trị căn hộ khi thanh toán tiến độ- Chiết khấu ngay 2,5% giá trị căn hộ thanh toán ngay trong tháng 7 này- Hỗ trợ gói 0% đến khi nhận nhà, Ngân hàng hỗ trợ vay tới 20 năm.........* Vị trí vàng kết nối.- Cách ga Ga Metro 500m.- Trường Đoàn Thị Điểm, Trường Liên Cấp Việt Úc,...- Trường ĐH Thương Mại, ĐH Quốc Gia Hà Nội, ĐH Sư Phạm Hà Nội...- Bệnh viện 198, Bệnh Viện Quốc Tế Hồng Ngọc....- Sân vận động Quốc Gia Mỹ Đình, bến xe.................Liên hệ ngay phòng quản lý dự án để được hỗ trợ tốt nhất.
",Căn hộ,2.0,Sổ hồng, 20/10/2023,03/11/2023,Bán,1918288,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,Nam,,,đầy đủ nội thất,,Có,,,,,,,,,
"
Căn hộ giành cho gia đình đa thế hệ tại The Park Home - tổ ấm yên bình giữa trung tâm Cầu Giấy
","
Thỏa thuận
","
120
m2
",['Mua bán Căn hộ chung cư  The Park Home'],"
* Nằm cạnh Công Viên Q. Cầu Giấy, The Park Home hội tụ đủ những yếu tố để kiến tạo nên một cuộc sống hoàn hảo cho cư dân* Nhận nhà ở ngay Sổ hồng trao tay* bàn giao căn hộ đã hoàn thiện với đầy đủ nội thất cao cấp , tiện ích dịch vụ đã hoạt động ổn định* Chiết khấu ngay 120 triệu trừ trực tiếp vào giá.----------------- Thiết kế dành cho gia đình đa thế hệ. Mong muốn không gian sống rộng rãi đi kèm thiết kế vừa gắn kết, vừa riêng tư- Căn hộ 3 phòng ngủ và 4 phòng ngủ, diện tích hơn 107m2 -120m2 - 133m2 - 154m2-Tài chính từ 6 tỷ/ căn . Giá ưu đãi và ký HĐMB trực tiếp với chủ đầu tư.- Nội thất liền tường: Cửa thông minh chống cháy , khóa 3 chức năng Hafele, sàn gỗ công nghiệp. Trần thạch cao, điều hòa âm trần ở tất cả các phòng. Tủ bếp trên - dưới, bếp từ, hút mùi, thiết bị bếp đầy đủ. Thiết bị vệ sinh ToTo cao cấp bao gồm cả vách kính tắm và vòi sen đứng ..... hiện đại, chất lượng.- Với số lượng hữu hạn, quỹ căn hộ 3PN 4PN cuối cùng tại The Park Home đang chờ đón những gia chủ thông thái. Hãy liên hệ để tham quan, trải nghiệm căn hộ thực tế đẹp nhất Cầu Giấy.-------------------Liên hệ ngay phòng phụ trách dự án 0986860***Địa chỉ: Toà The Park Home, số 1 Thành Thái, Dịch Vọng, Cầu Giấy, HN
",Căn hộ,3.0,Sổ hồng, 20/10/2023,03/11/2023,Bán,1913287,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,Đông-Nam,,,,,Có,,,,,,,,,
"
Quỹ căn 3 phòng ngủ cuối cùng, chính sách chiết khấu hấp dẫn, nhận nhà ở ngay, trung tâm Cầu Giấy
","
Thỏa thuận
","
86
m2
",['Mua bán Căn hộ chung cư  The Park Home'],"
Chung cư C22 Bộ Công An (The Park Home) - tổ ấm hạnh phúc cho gia đình đa thế hệ* Thiết kế căn hộ từ 86m2 , 107, 120, 125, 133, 154m2* Chính sách tốt  cho tháng ngâu:- Chiết khấu ngay 100tr tới 180tr trừ vào giá- Nhận nhà ở ngay, bàn giao full nội thất nhập khẩu- Pháp lý rỗ ràng, minh bạch, sổ hồng lâu dài* Dự án còn lại duy nhất nơi vị trí thuận lợi, giao thông thuận tiện, toạ lạc ngay tại ngã tư Thành Thái Trần Thái Tông Duy Tân ...* Trung tâm đầu não  các cơ quan ban nghành: Bộ Nội Vụ, Quận Ủy, Viện Kiểm Sát, .... Đại Sứ Quán Mỹ, Vp FPT, PVI, MOBIPhone...* Tiện ích công cộng hiện hữu cao cấp như: Giáo dục, y tế, bệnh viện Huyết Học, vui chơi giải trí , Công viên cây xanh 10,2ha ............Thông tin và bảng giá chi tiết vui lòng liên hệ hỗ trợ .
",Căn hộ,3.0,Sổ hồng, 20/10/2023,03/11/2023,Bán,1915954,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,Nam,,,nhập khẩu,,Có,,,,,,,,,
"
Biệt thự trên cao view Hồ Tây - Penthouse Discovery Complex sân vườn + bể bơi riêng LH 0987106***
","
Thỏa thuận
","
319 - 421
m2
",['Mua bán Căn hộ chung cư  Discovery Complex'],"
Siêu phẩm “Penthouse Discovery Complex” toà nhà 302 Cầu Giấy – phiên bản giới hạn có sân vườn bể bơi riêng bên trong căn hộ Sở hữu ngay căn. Biệt thự trên không đẳng cấp  giới hạn trung tâm cầu giấy ,cùng nhiều đầy đủ tiện ích bên trong toà nhà phục cư dân sống.============================= Thong tin căn Penthouse : * Mã căn P1:  Diện tích: 421m²  (Tầng 1: 296m2 + Tầng 2: 121m2) - Thiết kế:  5Pn – 4wc  - View Hồ Tây, công viên. Có bể bơi và  sân vườn  rộng ngoài trời.- Giá bán: 34.4 tỷ* Mã căn P2:  Diện tích: 329m²  (Tầng 1: 199m2 + Tầng 2: 129m2) - Thiết kế:  5Pn – 4wc  - View Công viên, công viên. Có sân vườn ngoài trời.- Giá bán: 25,8 tỷ* Mã căn P3:  Diện tích: 313m²  (Tầng 1: 191m2 + Tầng 2: 122m2) - Thiết kế:  5Pn – 4wc  - View Hồ Tây, công viên. Có sân vườn ngoài trời.- Giá bán: 24,7 tỷ=================================Cùng với tiện ích hoàn hảo của tòa nhà: 5 tầng hầm, 8 tầng trung tâm thuong mại, hệ thống nhà hàng, Spa, phòng Gym cao cấp, sân trực thăng, vườn treo trên cao, hệ thống an ninh... Tiêu chuẩn quốc tế, khách hàng có thể tận hưởng cuộc sống hàng ngày như tại khách sạn 6 sao.  đơn giá bán: 77 - 81tr/m2Miễn phí 1 slot oto  trọn đời dưới hầmThanh toán 45%: CDT htls 0%/18tháng  (50%) GTCHThanh toán 95%: CK 10%Tìm hiểu thêm chi tiết căn Penthouse  Discovery Complex Cầy giấyHotline: 0987. 106. *** (zalo/viber)Trân trọng !!!
",Căn hộ,,Sổ hồng, 20/10/2023,03/11/2023,Bán,2487765,,,,,,,,,,,,,,,Đông-Bắc,,,,,,,,,,,,,,
"
Chính chủ cần bán gấp căn 3 ngủ diện tích 145 m2 view Hồ Tây giá chỉ 15 tỷ LH : 0902181***
","
15,6
Tỷ ","
145
m2
",['Mua bán Căn hộ chung cư  Heritage West Lake'],"
Chính chủ cần bán gấp căn 3 ngủ, ai cần liên hệ : 0382505***Chủ đầu tư Capitaland uy tín có 30 năm kinh nghiệm tại thị trường Việt NamDự án cao cấp nhất Hồ Tây, bàn giao full nội thất Đơn vị quản lý vận hành AsscotCó thang máy riêng từng căn hộDuy nhất căn giá tốt nhất thị trường
",Căn hộ,,, 18/11/2023,16/12/2023,Bán,2636852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Nhà Đẹp Hào Nam, Nhà Dân Xây cực Chắc Chắn, Tặng Full Nội Thất, 37m giá 5.5 Tỷ
","
5,5
Tỷ ","
35
m2
","['Hà Nội', 'Quận Đống Đa', 'Mua bán Nhà riêng tại Phố Hào Nam']","
Mô tả:+ Ngõ thoáng rộng thông sang Vũ Thạnh tiện ích ngập tràn.+ Vị trí nhà bán cách vài bước chân ra Bệnh viện Hà Thành, Học Viện Âm Nhạc....giao thông thuận tiện, hàng xóm thân thiện, khu dân trí cao.+ Nhà tự xây khung cột bê tông chắc chắn với thiết kế cơ bản như sau: - Tầng 1: Phòng khách, phòng bếp, wc.- Tầng 2,3: Mỗi tầng 2 phòng ngủ, wc giữa- Tầng 4: Phòng ngủ, sân phơi.+ Chủ nhà sắm toàn đồ tốt từ giường, tủ, tivi, điều hòa… cho cậu ấm lấy vợ. Nhưng cậu ấm lại quyết định đi du học nên muốn bán sớm+Sổ đỏ cất két đợi giao dịch.Mr Trung chuyên bđs Đống Đa hỗ trợ Quý khách xem nhà mp, tư vấn và tìm nhà chuẩn theo yêu cầu của Quý khách. Thông tin và ảnh bài đăng đều thật 100%
",Nhà riêng,,Sổ đỏ, 17/11/2023,15/12/2023,Bán,2636411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Bán căn hộ Quận Hoàng Mai - Hà Nội giá 1.60 Tỷ
","
1,6
Tỷ ","
70
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Mua bán Căn hộ chung cư tại Phường Hoàng Liệt']","
Chung cư Ngọc Hồi – Hoàng Mai - Diện tích: 69,2m². Thiết kế 2PN - 2WC.- Nội thất để lại: Sàn gỗ nhập khẩu, tủ bếp kịch trần (kèm bếp từ, hút mùi, ), bàn ăn, giường tủ kệ, sofa, điều hoà, nóng lạnh... ), TV, tủ lạnh.Pháp lý (HĐ mua bán vĩnh viễn).Có hỗ trợ vay Ngân hàngLiên hệ: E Tuấn - 0979860***
",Căn hộ,,, 17/11/2023,15/12/2023,Bán,2636400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Đông-Nam,,,,,,,,,,,,,,
"
Bán nhà 63m,hơn 11 tỉ,5 tầng,tam trinh hoang mai
","
11
Tỷ ","
63
m2
","['Hà Nội', 'Mua bán Nhà riêng tại Quận Hoàng Mai']","
B_Á_N NHÀ 63M,HƠN 11TỶ 5TẦNG TAM TRINH HOÀNG MAI, Ô TÔ ĐỖ CỬA.+ Vị trí cực đẹp,  , Xung quanh tiện ích vô vàn, gần trường học, nhà văn hoá, Uỷ ban...+ Nhà xây 5 tầng còn như mới, mỗi tầng 1 phòng và 1 vệ sinh. Nhà sử dụng nhiều cửa sổ cực thoáng và hứng trọn ánh sáng tự nhiên. mua về ở ngay.+ Sổ đỏ chính chủ vuông vắn đẹpLH: em việt:0984985138để được tư vấn và dẫn đi xem nhà miễn phí.
",Nhà riêng,,, 17/11/2023,15/12/2023,Bán,2636397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
B_Á_N NHÀ 66M,hơn13 tỉ 5 tầng tam trinh hoang mai
","
13
Tỷ ","
66
m2
","['Hà Nội', 'Mua bán Nhà riêng tại Quận Hoàng Mai']","
B_Á_N NHÀ 66M,HƠN 13TỶ 5TẦNG TAM TRINH HOÀNG MAI, Ô TÔ ĐỖ CỬA.+ Vị trí cực đẹp,  , Xung quanh tiện ích vô vàn, gần trường học, nhà văn hoá, Uỷ ban...+ Nhà xây 5 tầng còn như mới, mỗi tầng 1 phòng và 1 vệ sinh. Nhà sử dụng nhiều cửa sổ cực thoáng và hứng trọn ánh sáng tự nhiên. mua về ở ngay.+ Sổ đỏ chính chủ vuông vắn đẹpLH: em việt:0984985138để được tư vấn và dẫn đi xem nhà miễn phí.
",Nhà riêng,,, 17/11/2023,15/12/2023,Bán,2636392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán nhà 55m,hơn 12tỉ 5 tầng tam trinh hoàng mai.
","
12
Tỷ ","
55
m2
","['Hà Nội', 'Mua bán Nhà riêng tại Quận Hoàng Mai']","
Bán nhà 55 m,hơn 12 tỉ 5 tầng tam trinh hoàng mai.+ Vị trí cực đẹp,  , Xung quanh tiện ích vô vàn, gần trường học, nhà văn hoá, Uỷ ban...+ Nhà xây 5 tầng còn như mới, mỗi tầng 1 phòng và 1 vệ sinh. Nhà sử dụng nhiều cửa sổ cực thoáng và hứng trọn ánh sáng tự nhiên. mua về ở ngay.+ Sổ đỏ chính chủ vuông vắn đẹpLH: em việt:0984985138để được tư vấn và dẫn đi xem nhà miễn phí.
",Nhà riêng,,, 17/11/2023,15/12/2023,Bán,2636374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán nhà 56 m,hơn 4 tỉ 5 tầng tam trinh hoàng mai.
","
4
Tỷ ","
56
m2
","['Hà Nội', 'Mua bán Nhà riêng tại Quận Hoàng Mai']","
Bán nhà 56 m,hơn 4 tỉ 5 tầng tam trinh hoàng mai.+ Vị trí cực đẹp,  , Xung quanh tiện ích vô vàn, gần trường học, nhà văn hoá, Uỷ ban...+ Nhà xây 5 tầng còn như mới, mỗi tầng 1 phòng và 1 vệ sinh. Nhà sử dụng nhiều cửa sổ cực thoáng và hứng trọn ánh sáng tự nhiên. mua về ở ngay.+ Sổ đỏ chính chủ vuông vắn đẹpLH: em việt:0984985138để được tư vấn và dẫn đi xem nhà miễn phí.
",Nhà riêng,,, 17/11/2023,15/12/2023,Bán,2636354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
B_Á_N NHÀ 56m,hơn 4 tỉ nhà 5 tầng,tam trinh hoang mai
","
4
Tỷ ","
56
m2
","['Hà Nội', 'Mua bán Nhà riêng tại Quận Hoàng Mai']","
B_Á_N NHÀ 56M,HƠN 4TỶ 5TẦNG TAM TRINH HOÀNG MAI, Ô TÔ ĐỖ CỬA.+ Vị trí cực đẹp,  , Xung quanh tiện ích vô vàn, gần trường học, nhà văn hoá, Uỷ ban...+ Nhà xây 5 tầng còn như mới, mỗi tầng 2 phòng và 1 vệ sinh. Nhà sử dụng nhiều cửa sổ cực thoáng và hứng trọn ánh sáng tự nhiên. mua về ở ngay.+ Sổ đỏ chính chủ vuông vắn đẹpLH: em việt để được tư vấn và dẫn đi xem nhà miễn phí.
",Nhà riêng,,, 17/11/2023,15/12/2023,Bán,2636343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán đất Nam Hồng, Đông Anh, 56m2 sát đường Võ Văn Kiệt, kinh doanh, cần bán gấp.
","
2,8 - 2,9
Tỷ ","
56
m2
","['Hà Nội', 'Bán Đất tại Huyện Đông Anh']","
+ Chính chủ gửi bán gấp lô đất ở Nam Hồng, Đông Anh.+ Vị trí cực đẹp sát đường Võ Văn Kiệt, gần đường Tỉnh Lộ 23B đi thị trấn Đông Anh hay Tiền Phong Mê Linh đều thuận tiện.+ Khu vực kinh doanh nhiều mặt hàng như nhà nghỉ, khách sạn, cửa hàng, spa,+ Ngõ thông, rộng, thoáng mát, ô tô tránh, thông thương các ngả.+ Đất diện tích: 56m², mặt tiền 4m, phù hợp cho khách mua xây nhà vừa ở vừa kinh doanh hoặc đầu tư giữ tiền.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Giá: 2,9 tỷ. Có thương lượng.+ Liên hệ: 0974629*** - em Hân.Tư vấn tận tâm, nâng tầm giá trị.
",Đất,,, 17/11/2023,15/12/2023,Bán,2636186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán Nhà Kim Chung Đông Anh, Nhà đẹp ở ngay, lô góc, 2 tỷ.
","
1,9 - 2
Tỷ ","
65
m2
","['Hà Nội', 'Huyện Đông Anh', 'Bán Nhà riêng tại Xã Kim Chung']","
+ Chủ cần bán gấp nhà Kim Chung Đông Anh, giao dịch nhanh không qua trung gian.+ Diện tích: 65m², 2 phòng ngủ, đầy đủ công năng, tiện nghi.+ Ngõ to, thoàng mát, ba bước ra chợ, khu dân cư đông đúc, nhiều tiện ích xung quanh.+ Gần đường Võ Văn Kiệt, thông thương các ngả.+ Đông Anh dự kiến lên quận trong thời gian tới, giá trị tăng mạnh trong tương lai.+ Giá: 2 tỷ có thương lượng,+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Liên hệ: 0974629*** - em Hân.
",Nhà riêng,,, 17/11/2023,15/12/2023,Bán,2636098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Chính chủ bán biệt thự Khu đô thị mới Cầu Bươu BT7 - 07
","
15
Tỷ ","
124,1
m2
","['Hà Nội', 'Huyện Thanh Trì', 'liền kề tại Đường Cầu Bươu', 'Bán Nhà biệt thự']","
Chính chủ bán biệt thự Cầu Bươu BT7 - 07 - Diện tích 124.1m².- Vị trí: Căn góc, 3 mặt thoáng- Diện tích xây dựng 65m2, diện tích xây dựng 295m2, đã xây thô- Hướng: Đông Bắc- Có sân rộng, 3 mặt đường, 1 mặt thoáng, biệt thự đơn lập, sát với dự án Golden Rose. - Thuận tiện làm văn phòng và kinh doanh.+ Căn góc 3 mặt thoáng đãng+ Sổ đỏ duy nhất trong dãy+ Tương lai mở đường thông với KĐT Eden Rose+ Giao thông thuận tiện, vành đai 4 + đại lộ Chu văn An. Khu vực đang phát triển mạnh+ Trước mặt đang xây dựng trường học. Giá bán: 15 tỷ (thương lượng chính chủ)
","Nhà biệt thự, liền kề",,, 17/11/2023,15/12/2023,Bán,2636055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
